,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,atomic_rad_sum_dif,atomic_rad_std_dif,atomic_rad_std,atomic_rad_avg,atomic_rad_max_dif,atomic_vol_sum_dif,atomic_vol_std_dif,atomic_vol_std,atomic_vol_avg,atomic_vol_max_dif,covalentrad_sum_dif,covalentrad_std_dif,covalentrad_std,covalentrad_avg,covalentrad_max_dif,dipole_sum_dif,dipole_std_dif,dipole_std,dipole_avg,dipole_max_dif,eaffinity_sum_dif,eaffinity_std_dif,eaffinity_std,e_affinity_avg,e_affinity_max_dif,numelectron_sum_dif,numelectron_std_dif,numelectron_std,numelectron_avg,numelectron_max_dif,vdwradius_sum_dif,vdwradius_std_dif,vdwradius_std,vdwradius_avg,vdwradius_max_dif,e_negativity_sum_dif,e_negativity_std_dif,e_negativity_std,e_negativity_avg,e_negativity_max_dif,nvalence_sum_dif,nvalence_std_dif,nvalence_std,nvalence_avg,nvalence_max_dif,lastsubshell_avg,cmpd_skew_p,cmpd_skew_d,cmpd_skew_f,cmpd_sigma_p,cmpd_sigma_d,cmpd_sigma_f,frac_f ,std_ion,sum_ion,mean_ion,Born,hardness_mean,hardness_var,Nup_mean,Nup_var,cs_bob,cs_PE,cs_IR,cs_AR,cs_OX
10,-1.07197878,"[{Element Cr: 0.1}, {Element Cu: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Cu, Element Si, Element Te]",-44.1419064,Cr1Cu1Si2Te6,2.895,0,4,11,0,"[130.0, 128.0, 132.0, 160.0]","[7.23, 7.1, 12.1, 20.5]","[122.0, 112.00000000000001, 115.99999999999999, 136.0]","[78.4, 46.5, 37.31, 37.0]","[0.6659999999999999, 1.235, 1.3895211, 1.9708759999999999]","[24, 29, 14, 52]",147,1.275718451,0.009031405,148.2,32,67.605,0.870508755,0.215647171,16.153,13.4,117,0.740959895,0.005605514,128.2,24,200.085,1.065885759,0.115781878,42.152,41.4,6.10372365,0.668469271,0.124747908,1.65052982,1.304876,178.5,0.755243274,0.219405409,39.3,38,63,0.941043084,0.000639642,205.8,14,63,0.941043084,0.000639642,205.8,14,31.5,0.941043084,0.146776406,6.1,7,"[((3, 'd'), 3), ((3, 'd'), 8), ((3, 's'), 1), ((5, 'p'), 4)]",0,0.29479962,0,1,0.809917355,0,0,0.70526547,34.59292433,8.648231083,735.4605176,3.299104488,0.030006476,2.75,3.6875,33168.05555,872.7,12.17333333,9.55,2671012.68
11,-0.496325496,"[{Element Cr: 0.1}, {Element Cu: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Cr, Element Cu, Element Te, Element P]",-43.525883,Cr1Cu1Te6P2,2.902,0,4,11,0,"[130.0, 128.0, 160.0, 128.0]","[7.23, 7.1, 20.5, 17.0]","[122.0, 112.00000000000001, 136.0, 111.00000000000001]","[78.4, 46.5, 37.0, 24.93]","[0.6659999999999999, 1.235, 1.9708759999999999, 0.746607]","[24, 29, 52, 15]",147,1.462307372,0.009915603,147.4,32,74.955,0.798582291,0.208976094,17.133,13.4,127.5,0.79266436,0.006997722,127.2,25,254.865,0.743523297,0.180252966,39.676,53.47,6.6045315,0.779306122,0.202145231,1.521947,1.304876,174,0.774078478,0.207222222,39.5,37,132,0.867768595,0.002911696,199.8,26,132,0.867768595,0.002911696,199.8,26,27,1.172839506,0.112244898,6.3,6,"[((3, 'd'), 3), ((3, 'd'), 8), ((5, 'p'), 4), ((3, 's'), 2)]",0,0.29479962,0,1,0.809917355,0,0,0.851640041,36.51247367,9.128118417,735.5294948,3.671344125,0.506723296,3,3.5,33338.05555,847.88,12.05333333,10.75,2917328.72
12,-0.773939813,"[{Element Cr: 0.1}, {Element Fe: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Fe, Element Ge, Element Te, Element P]",-47.75289296,Cr1Fe1Ge1Te6P1,3.243,1,4,8,0,"[130.0, 126.0, 137.0, 160.0, 128.0]","[7.23, 7.1, 13.6, 20.5, 17.0]","[122.0, 115.99999999999999, 121.0, 136.0, 111.00000000000001]","[78.4, 63.93, 39.43, 37.0, 24.93]","[0.6659999999999999, 0.151, 1.232712, 1.9708759999999999, 0.746607]","[24, 26, 32, 52, 15]",154,1.047141171,0.008375004,148.1,34,73.14,0.643576297,0.164299381,16.793,13.4,112,0.747847577,0.00477622,128.6,25,267.74,0.658191426,0.160131125,42.869,53.47,8.412928,0.662325819,0.414166195,1.4621575,1.819876,164,0.777215943,0.172244493,40.9,37,128,1.285766602,0.002954492,203.7,31,128,1.285766602,0.002954492,203.7,31,18,0.697530864,0.052318668,5.9,4,"[((3, 'd'), 3), ((3, 'd'), 5), ((4, 's'), 1), ((5, 'p'), 4), ((3, 's'), 2)]",0,-0.239063147,0,1,0.59375,0,0,0.918165748,43.1514546,8.63029092,813.4839996,3.72975638,0.396931846,3.4,2.24,41905.70236,1172.35,14.29083333,13.95,3366079.48
13,-0.8230512,"[{Element Cr: 0.1}, {Element Fe: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Fe, Element Ge, Element Te]",-47.01956912,Cr1Fe1Ge2Te6,4.435,0,4,8,0,"[130.0, 126.0, 137.0, 160.0]","[7.23, 7.1, 13.6, 20.5]","[122.0, 115.99999999999999, 121.0, 136.0]","[78.4, 63.93, 39.43, 37.0]","[0.6659999999999999, 0.151, 1.232712, 1.9708759999999999]","[24, 26, 32, 52]",163.5,0.865836209,0.009061211,149,34,69.855,0.793119024,0.20725388,16.453,13.4,91.5,0.898414405,0.003603714,129.6,20,223.05,0.727007425,0.099744814,44.319,41.4,9.03951,0.611602287,0.452580674,1.510768,1.819876,135,0.939753086,0.109378481,42.6,28,31.5,0.941043084,0.000156449,206.8,7,31.5,0.941043084,0.000156449,206.8,7,18,0.777777778,0.055555556,5.8,4,"[((3, 'd'), 3), ((3, 'd'), 5), ((4, 's'), 1), ((5, 'p'), 4)]",0,-0.239063147,0,1,0.59375,0,0,0.626197405,33.0660626,8.26651565,813.1536167,3.4446856,0.089838059,3.5,2.75,37380.86668,629.89,9.575833333,8,2346711.28
14,-0.949685215,"[{Element Cr: 0.1}, {Element Fe: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Fe, Element Si, Element Ge, Element Te]",-47.94882342,Cr1Fe1Si1Ge1Te6,4.436,0,4,8,0,"[130.0, 126.0, 132.0, 137.0, 160.0]","[7.23, 7.1, 12.1, 13.6, 20.5]","[122.0, 115.99999999999999, 115.99999999999999, 121.0, 136.0]","[78.4, 63.93, 37.31, 39.43, 37.0]","[0.6659999999999999, 0.151, 1.3895211, 1.232712, 1.9708759999999999]","[24, 26, 14, 32, 52]",150,1.011111111,0.007714849,148.5,34,66.34,0.725841307,0.165844255,16.303,13.4,92,0.984877127,0.003600119,129.1,20,218.84,0.872740377,0.109421728,44.107,41.4,8.7265462,0.598107497,0.33263559,1.52644891,1.819876,168,0.760912698,0.181519357,40.8,38,36,0.697530864,0.000163665,206.7,7,36,0.697530864,0.000163665,206.7,7,20,0.75,0.071428571,5.8,4,"[((3, 'd'), 3), ((3, 'd'), 5), ((3, 's'), 1), ((4, 's'), 1), ((5, 'p'), 4)]",0,-0.239063147,0,1,0.59375,0,0,0.561533757,41.23190527,8.246381053,813.2088982,3.43196467,0.072517736,3.2,2.56,41734.9864,1197.06,14.34083333,13.45,3196474.08
15,-1.023570588,"[{Element Cr: 0.1}, {Element Fe: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Fe, Element Si, Element Te, Element P]",-48.80514402,Cr1Fe1Si1Te6P1,3.262,0,4,8,0,"[130.0, 126.0, 132.0, 160.0, 128.0]","[7.23, 7.1, 12.1, 20.5, 17.0]","[122.0, 115.99999999999999, 115.99999999999999, 136.0, 111.00000000000001]","[78.4, 63.93, 37.31, 37.0, 24.93]","[0.6659999999999999, 0.151, 1.3895211, 1.9708759999999999, 0.746607]","[24, 26, 14, 52, 15]",144,1.377507716,0.00863065,147.6,34,73.14,0.64659062,0.172415429,16.643,13.4,112,0.857461735,0.005160562,128.1,25,267.74,0.695735556,0.166643598,42.657,53.47,8.7265462,0.633017625,0.410325806,1.47783841,1.819876,174,0.950389748,0.275275334,39.1,38,124,1.36082206,0.002869463,203.6,30,124,1.36082206,0.002869463,203.6,30,18,0.697530864,0.052318668,5.9,4,"[((3, 'd'), 3), ((3, 'd'), 5), ((3, 's'), 1), ((5, 'p'), 4), ((3, 's'), 2)]",0,-0.239063147,0,1,0.59375,0,0,0.888933225,43.3726156,8.67452312,813.4586074,3.73930027,0.389729891,3.4,2.24,39475.33131,1236.24,14.12083333,14.6,3373289.2
16,-1.10278925,"[{Element Cr: 0.1}, {Element Fe: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Fe, Element Si, Element Te]",-48.90454774,Cr1Fe1Si2Te6,4.428,0,4,8,0,"[130.0, 126.0, 132.0, 160.0]","[7.23, 7.1, 12.1, 20.5]","[122.0, 115.99999999999999, 115.99999999999999, 136.0]","[78.4, 63.93, 37.31, 37.0]","[0.6659999999999999, 0.151, 1.3895211, 1.9708759999999999]","[24, 26, 14, 52]",156,1.142011834,0.009643561,148,34,67.605,0.870508755,0.215647171,16.153,13.4,99,0.961432507,0.004448147,128.6,20,226.23,0.774562648,0.107508283,43.895,41.4,9.27472365,0.606068172,0.439827019,1.54212982,1.819876,174,0.873959572,0.234244946,39,38,27,0.87654321,0.000111392,206.6,6,27,0.87654321,0.000111392,206.6,6,18,0.777777778,0.055555556,5.8,4,"[((3, 'd'), 3), ((3, 'd'), 5), ((3, 's'), 1), ((5, 'p'), 4)]",0,-0.239063147,0,1,0.59375,0,0,0.604736027,33.2872236,8.3218059,813.144909,3.456615463,0.087608862,3.5,2.75,33708.86668,842.69,12.33583333,9.8,2339622.16
17,-0.341888476,"[{Element Cr: 0.1}, {Element Fe: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Cr, Element Fe, Element Te, Element P]",-48.10327685,Cr1Fe1Te6P2,3.154,1,4,8,0,"[130.0, 126.0, 160.0, 128.0]","[7.23, 7.1, 20.5, 17.0]","[122.0, 115.99999999999999, 136.0, 111.00000000000001]","[78.4, 63.93, 37.0, 24.93]","[0.6659999999999999, 0.151, 1.9708759999999999, 0.746607]","[24, 26, 52, 15]",156,1.295857988,0.010488754,147.2,34,74.955,0.798582291,0.208976094,17.133,13.4,121.5,0.71071483,0.005964502,127.6,25,281.01,0.6353397,0.171954034,41.419,53.47,8.3103525,0.860925883,0.571536102,1.413547,1.819876,169.5,0.901480147,0.221710863,39.2,37,120,1.42,0.003055478,200.6,26,120,1.42,0.003055478,200.6,26,13.5,0.87654321,0.0304,6,3,"[((3, 'd'), 3), ((3, 'd'), 5), ((5, 'p'), 4), ((3, 's'), 2)]",0,-0.239063147,0,1,0.59375,0,0,0.952308595,35.20677293,8.801693233,813.3607725,3.8288551,0.447062026,3.75,2.1875,33878.86668,817.87,12.21583333,11,2698924.6
18,-1.540854728,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Ru: 0.1}]","[Element Cr, Element Ge, Element Te, Element P, Element Ru]",-49.33632959,Cr1Ge1Te6P1Ru1,3.119,0,4,8,0,"[130.0, 137.0, 160.0, 128.0, 134.0]","[7.23, 13.6, 20.5, 17.0, 8.3]","[122.0, 121.0, 136.0, 111.00000000000001, 125.0]","[78.4, 39.43, 37.0, 24.93, 65.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607, 1.05]","[24, 32, 52, 15, 44]",142,1.060603055,0.007002007,148.9,32,70.48,0.603715474,0.143552074,16.913,13.27,108,0.725394376,0.004256725,129.5,25,269.88,0.660682178,0.161523987,42.976,53.47,6.191714,0.77088519,0.169168359,1.5520575,1.304876,188,0.568866003,0.159059127,42.7,37,142,1.203183892,0.003442944,204.6,33,142,1.203183892,0.003442944,204.6,33,18,0.697530864,0.052318668,5.9,4,"[((3, 'd'), 3), ((4, 's'), 1), ((5, 'p'), 4), ((3, 's'), 2), ((4, 'd'), 5)]",0,-0.239063147,0,1,0.59375,0,0,0.917353315,43.157732,8.6315464,770.228185,3.5856596,0.437917593,3.4,2.24,45122.77935,1060.16,12.57433333,12.65,4381857.4
19,-1.302467735,"[{Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}, {Element Ru: 0.1}]","[Element Cr, Element Ge, Element Te, Element Ru]",-48.31550737,Cr1Ge2Te6Ru1,3.458,1,4,8,0,"[130.0, 137.0, 160.0, 134.0]","[7.23, 13.6, 20.5, 8.3]","[122.0, 121.0, 136.0, 125.0]","[78.4, 39.43, 37.0, 65.0]","[0.6659999999999999, 1.232712, 1.9708759999999999, 1.05]","[24, 32, 52, 44]",139.5,1.015493121,0.006923593,149.8,30,67.665,0.739061653,0.179589977,16.573,13.27,72,0.972222222,0.00223608,130.5,15,224.655,0.731852971,0.100483967,44.426,41.4,6.14601,0.714348552,0.148646839,1.600668,1.304876,144,0.611111111,0.08033241,44.4,28,39,0.798816568,0.000217486,207.7,7,39,0.798816568,0.000217486,207.7,7,18,0.777777778,0.055555556,5.8,4,"[((3, 'd'), 3), ((4, 's'), 1), ((5, 'p'), 4), ((4, 'd'), 5)]",0,-0.239063147,0,1,0.59375,0,0,0.62562004,33.07234,8.268085,769.9569732,3.264564625,0.031887076,3.5,2.75,29571.09989,607.06,7.191,4.9,3888079.6
